177.577,4.3525116
185.735,7.5134973
98.605,4.5813477
83.445,8.0348409
90.877,5.74131
66.867,4.9035141
112.553,5.4357417
123.592,7.6321329
150.99,8.2571466
301.165,3.3149943
39.871,8.1785097
79.143,5.7437589
50.074,5.8994001
329.994,5.0550738
304.012,6.0564018
224.904,7.2484719
95.13,4.6866504
104.32,4.584885
83.018,4.5021666
121.455,4.9552131
108.343,5.9921862
89.468,5.9938188
98.151,3.6338955
207.196,5.6692035
185.775,4.824333
151.203,3.5008386
90.761,3.8904858
60.629,5.4482583
86.89,3.733212
139.004,8.3493885
90.432,4.1647626
32.68,6.1461948
48.391,8.1360621
74.053,5.6520612
131.555,6.9029049
116.532,4.7222955
108.659,5.5342419
90.067,4.59849
128.529,7.975251
124.588,4.2613581
127.622,3.7601499
94.527,6.3736704
56.644,7.2881985
134.927,4.8131769
105.42,4.8099117
86.219,4.8357612
86.559,4.832496
119.716,5.681448
79.136,4.1157846
67.751,4.9152144
86.789,7.2392205
104.98,7.3578561
68.363,5.7037602
121.941,6.9619506
77.02,6.1987101
61.971,5.1976542
58.719,5.7845739
104.114,4.5979458
140.506,7.6054671
97.31,4.1470761
105.035,4.8773925
97.707,4.8496383
83.559,5.180784
206.207,5.4210483
68.285,5.8893324
288.587,5.923617
131.4,6.4757079
67.466,7.0590903
58.722,5.7804924
102.001,4.3282947
156.732,4.927731
169.208,4.9982049
159.77,7.6332213
92.014,4.5919596
83.235,7.5061506
148.738,3.9734763
117.906,5.8444359
274.405,4.4199924
97.618,5.806614
120.305,5.6316537
66.919,5.7236235
233.283,5.7622617
49.92,4.4199924
76.38,4.7179419
91.573,5.8724622
79.405,6.0757209
71.493,4.6931808
95.156,7.3110549
114.667,6.3442836
88.18,5.9483781
80.647,6.3924453
57.184,4.2099312
91.816,7.2748656
85.999,4.7666478
93.724,4.7960346
125.94,6.2177571
139.756,4.6646103
70.071,5.9293311
86.694,6.1301409
92,7.3798962
64.623,4.3421718
107.925,4.0967376
126.529,6.9831744
90.262,4.8493662
91.564,5.8411707
76.413,5.0406525
98.971,5.6719245
99.054,6.2683677
112.458,6.3573444
112.011,5.014803
199.593,6.2678235
256.997,6.451491
152.334,6.3685005
156.442,7.6928112
80.284,5.4912501
292.205,3.9881697
98.598,5.4656727
109.997,6.7211421
472.754,8.119464
476.707,8.1844959
164.448,5.4156063
301.933,4.650189
149.2,5.0613321
104.965,5.047455
185.262,5.431116
136.587,7.1646651
180.607,6.9456246
174.269,7.0623555
170.578,6.1538136
189.497,6.2700003
87.932,5.0705835
119.534,6.1649697
329.969,5.9666088
331.254,6.0272871
345.249,6.4591098
138.044,5.8613061
109.691,4.6790316
116.914,4.6346793
160.388,3.2785329
80.86,3.2132289
267.492,7.4860152
325.627,4.1699325
191.964,4.5280161
116.225,5.3905731
434.586,4.8572571
172.787,5.8656597
56.835,8.7450219
33.093,7.4754033
41.603,7.6685943
37.48,6.350814
48.285,7.5586659
78.595,6.364419
55.588,6.3004755
241.427,6.8795043
127.814,6.4547562
60.268,7.368468
156.072,7.632405
274.396,6.2612931
102.381,6.7619571
74.91,5.4977805
168.331,5.4349254
246.226,5.3979198
246.556,5.1954774
109.343,7.6090044
205.287,5.4055386
137.576,7.3241157
190.344,5.8082466
103.156,7.2449346
85.059,6.6999183
94.709,7.2481998
132.204,8.2625886
117.167,6.0882375
150.194,7.3913244
208.486,5.5815873
227.657,5.5921992
329.278,6.603867
345.786,5.9353173
68.194,6.1034751
121.67,5.5456701
139.992,5.5500237
118.997,4.729098
79.333,5.6866179
173.869,5.3217318
189.581,5.5135623
23.461,9.00651
33.07,16.7502039
186.841,5.412069
304.167,5.9203518
88.441,4.557675
109.808,8.5319676
126.445,5.7698805
319.223,5.907291
148.737,6.6242745
17.586,6.9475293
91.603,6.5807385
329.116,3.4309089
72.903,7.4590773
73.114,5.2308504
65.969,6.7992348
68.437,4.4289717
77.013,5.8289262
88.31,6.4767963
282.015,7.2155478
109.824,5.9842953
118.346,7.651452
114.442,6.3565281
160.111,4.500534
177.088,6.5954319
126.457,4.8986163
148.131,4.9511316
307.479,4.3745517
5.213,8.0364735
75.138,6.3570723
93.633,8.6737317
90.761,9.1784772
79.285,7.6930833
98.108,7.3284693
129.642,8.4957783
133.225,6.0501435
25.713,7.1673861
33.956,8.2405485
53.366,8.5545519
102.736,6.9605901
4.639,9.5145207
136.016,4.9462338
23.073,7.8223308
48.078,5.7698805
57.2,7.2443904
200.07,4.3435323
151.602,5.3886684
72.537,5.841987
195.814,5.3274459
246.066,5.4343812
248.782,8.2171479
173.405,5.6610405
67.18,5.5840362
30.176,13.7949258
160.122,4.8822903
60.936,5.4327486
36.81,7.6158069
67.206,5.2847262
409.113,7.3706448
449.58,6.9034491
130.154,8.6723712
131.723,4.5111459
95.576,4.4899221
110.774,5.0670462
87.009,4.7138604
79.019,4.5179484
105.254,6.6509403
5.67,9.2933034
178.65,5.420232
194.429,5.4724752
102.723,4.3745517
84.96,4.6186254
144.307,6.2778912
129.083,5.2414623
149.131,2.1242847
102.552,5.8602177
144.063,4.990314
450.356,6.7333866
139.499,6.2460555
113.795,4.7666478
208.872,5.0545296
438.328,5.0134425
87.746,6.0008934
76.074,7.3034361
104.951,5.7274329
80.373,5.5119297
80.043,7.6645128
91.06,5.8207632
157.439,4.8550803
87.099,5.9946351
132.838,7.8704925
97.88,4.1443551
105.57,4.6477401
188.759,5.4776451
208.124,6.0770814
207.596,5.6713803
116.737,5.7881112
234.579,5.2654071
101.524,4.3625793
87.838,4.2455763
162.299,10.4777547
116.767,5.4232251
75.831,6.4365255
359.794,6.9001839
91.08,5.3366973
118.757,4.9963002
49.448,6.0319128
84.746,6.9752835
132.659,4.587606
197.745,7.6449216
86.943,5.0651415
40.892,5.447442
74.876,4.1312943
93.829,4.0844931
109.108,5.442
91.057,4.9666413
154.673,7.4998923
158.076,6.4797894
128.605,5.956269
121.854,6.8547432
263.713,6.5037342
140.958,7.0974564
138.608,5.5113855
123.394,5.2566999
71.66,6.1646976
90.076,4.5378117
92.317,4.3770006
68.823,6.255579
11.302,7.6539009
80.512,5.1113985
144.108,7.1175918
453.705,6.6484914
138.276,5.6768223
152.801,4.6477401
